pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
3101,46,5,Urban,Education,0.67,0.65,0.26,0.6,0.19,0.63,0.37,Words of Affirmation,0.17,29,3,Rural,Education,0.5,0.88,0.7,0.43,0.58,0.21,0.76,Words of Affirmation,0.88,67.6,1,46
3102,45,1,Suburban,Creative Arts,0.31,0.72,0.51,0.63,0.21,0.39,0.79,Quality Time,0.89,33,5,Suburban,Finance,0.44,0.6,0.21,0.67,0.12,0.58,0.29,Quality Time,0.67,66.1,1,103
3103,28,3,Suburban,Finance,0.31,0.48,0.31,0.28,0.24,0.74,0.69,Physical Touch,0.82,30,3,Urban,Law,0.36,0.34,0.48,0.56,0.46,0.44,0.89,Physical Touch,0.17,64.2,0,76
3104,18,3,Urban,Entrepreneurship,0.36,0.68,0.8,0.77,0.33,0.64,0.09,Receiving Gifts,0.52,43,2,Urban,Marketing,0.48,0.82,0.87,0.78,0.34,0.19,0.5,Words of Affirmation,0.54,62.8,0,62
3105,36,1,Urban,Science,0.6,0.53,0.72,0.75,0.71,0.76,0.68,Acts of Service,0.49,22,5,Urban,Finance,0.68,0.31,0.51,0.38,0.24,0.77,0.65,Acts of Service,0.42,75.3,1,95
3106,26,1,Rural,Healthcare,0.51,0.29,0.34,0.7,0.88,0.19,0.42,Words of Affirmation,0.23,39,3,Suburban,Education,0.25,0.44,0.52,0.28,0.53,0.36,0.33,Words of Affirmation,0.26,78.6,1,94
3107,44,2,Urban,Creative Arts,0.3,0.72,0.67,0.36,0.44,0.64,0.9,Acts of Service,0.81,34,3,Suburban,Law,0.7,0.63,0.36,0.46,0.44,0.35,0.66,Receiving Gifts,0.44,66.0,1,56
3108,51,3,Urban,Science,0.59,0.81,0.43,0.22,0.96,0.55,0.1,Acts of Service,0.52,21,2,Suburban,Science,0.55,0.83,0.6,0.85,0.29,0.12,0.7,Words of Affirmation,0.91,64.6,0,68
3109,21,5,Urban,Creative Arts,0.52,0.09,0.6,0.27,0.58,0.45,0.57,Acts of Service,0.56,37,3,Urban,Engineering,0.39,0.8,0.42,0.72,0.47,0.61,0.68,Quality Time,0.44,72.2,1,99
3110,53,3,Urban,Creative Arts,0.44,0.88,0.68,0.68,0.62,0.56,0.56,Acts of Service,0.98,51,4,Urban,Entrepreneurship,0.4,0.72,0.78,0.53,0.67,0.4,0.42,Acts of Service,0.89,77.7,1,94
3111,35,1,Urban,Entrepreneurship,0.34,0.85,0.4,0.29,0.17,0.64,0.82,Acts of Service,0.21,21,1,Rural,Healthcare,0.31,0.23,0.07,0.21,0.52,0.63,0.46,Acts of Service,0.52,75.9,1,73
3112,32,2,Suburban,Marketing,0.33,0.69,0.47,0.23,0.71,0.74,0.87,Quality Time,0.43,45,1,Suburban,Marketing,0.45,0.68,0.35,0.62,0.26,0.07,0.53,Acts of Service,0.65,55.3,0,75
3113,30,5,Urban,Entrepreneurship,0.86,0.49,0.4,0.38,0.66,0.4,0.24,Receiving Gifts,0.61,30,3,Urban,Tech,0.2,0.13,0.4,0.73,0.33,0.47,0.91,Acts of Service,0.45,52.2,0,50
3114,36,1,Rural,Finance,0.19,0.53,0.75,0.76,0.72,0.42,0.34,Physical Touch,0.63,36,3,Urban,Healthcare,0.26,0.3,0.67,0.29,0.24,0.23,1.0,Quality Time,0.68,54.9,0,54
3115,23,3,Suburban,Tech,0.43,0.17,0.43,0.6,0.72,0.68,0.19,Receiving Gifts,0.41,20,3,Suburban,Engineering,0.54,0.24,0.1,0.33,0.55,0.28,0.41,Acts of Service,0.79,76.7,1,87
3116,29,2,Suburban,Healthcare,0.42,0.78,0.64,0.66,0.57,0.43,0.57,Receiving Gifts,0.41,32,3,Suburban,Marketing,0.7,0.39,0.68,0.66,0.49,0.46,0.37,Receiving Gifts,0.21,70.5,1,101
3117,54,1,Suburban,Education,0.4,0.44,0.17,0.35,0.44,0.67,0.16,Acts of Service,0.16,36,3,Suburban,Law,0.16,0.84,0.33,0.51,0.13,0.14,0.81,Quality Time,0.17,51.2,0,79
3118,34,2,Urban,Engineering,0.13,0.81,0.5,0.18,0.37,0.14,0.58,Receiving Gifts,0.41,21,3,Rural,Creative Arts,0.61,0.56,0.11,0.48,0.24,0.15,0.67,Receiving Gifts,0.58,60.3,0,57
3119,40,5,Rural,Education,0.67,0.38,0.5,0.67,0.36,0.04,0.65,Receiving Gifts,0.73,48,2,Urban,Tech,0.51,0.72,0.29,0.32,0.11,0.58,0.69,Words of Affirmation,0.27,52.1,0,63
3120,43,4,Suburban,Education,0.34,0.34,0.27,0.56,0.23,0.85,0.85,Quality Time,0.71,36,1,Urban,Marketing,0.16,0.79,0.47,0.21,0.45,0.16,0.48,Words of Affirmation,0.27,55.6,0,59
3121,46,2,Rural,Entrepreneurship,0.69,0.81,0.08,0.21,0.03,0.21,0.47,Words of Affirmation,0.65,30,3,Suburban,Education,0.59,0.36,0.32,0.43,0.48,0.64,0.59,Physical Touch,0.33,51.1,0,66
3122,50,1,Suburban,Science,0.43,0.83,0.53,0.62,0.28,0.58,0.53,Physical Touch,0.56,27,2,Urban,Creative Arts,0.66,0.35,0.25,0.2,0.8,0.17,0.77,Acts of Service,0.35,42.5,0,49
3123,44,3,Rural,Science,0.46,0.73,0.15,0.36,0.49,0.46,0.23,Receiving Gifts,0.16,54,2,Urban,Marketing,0.37,0.81,0.2,0.61,0.88,0.83,0.26,Quality Time,0.34,58.5,0,48
3124,42,1,Suburban,Creative Arts,0.44,0.47,0.55,0.61,0.52,0.42,0.52,Acts of Service,0.3,47,3,Rural,Finance,0.69,0.2,0.53,0.3,0.71,0.66,0.04,Receiving Gifts,0.4,59.6,0,54
3125,27,3,Urban,Healthcare,0.5,0.38,0.49,0.9,0.48,0.62,0.8,Acts of Service,0.31,39,2,Suburban,Creative Arts,0.3,0.06,0.53,0.36,0.9,0.37,0.39,Acts of Service,0.52,67.7,1,47
3126,40,4,Urban,Entrepreneurship,0.28,0.38,0.49,0.4,0.66,0.48,0.52,Acts of Service,0.87,43,5,Rural,Healthcare,0.73,0.79,0.07,0.23,0.8,0.1,0.62,Acts of Service,0.54,57.9,0,76
3127,38,3,Urban,Law,0.68,0.32,0.4,0.24,0.74,0.71,0.34,Quality Time,0.18,51,2,Suburban,Marketing,0.46,0.48,0.61,0.49,0.49,0.46,0.74,Acts of Service,0.26,68.3,1,73
3128,38,4,Rural,Marketing,0.64,0.76,0.18,0.73,0.52,0.44,0.71,Quality Time,0.21,42,3,Suburban,Education,0.47,0.24,0.66,0.58,0.51,0.73,0.84,Physical Touch,0.55,58.7,0,50
3129,30,4,Suburban,Science,0.27,0.47,0.24,0.47,0.54,0.51,0.14,Acts of Service,0.12,35,3,Suburban,Entrepreneurship,0.67,0.78,0.67,0.87,0.65,0.7,0.67,Physical Touch,0.5,39.4,0,50
3130,54,3,Suburban,Science,0.27,0.91,0.42,0.86,0.54,0.21,0.13,Acts of Service,0.29,36,3,Urban,Creative Arts,0.41,0.74,0.23,0.34,0.55,0.89,0.32,Quality Time,0.32,56.3,0,90
3131,50,4,Rural,Law,0.31,0.35,0.31,0.33,0.25,0.68,0.57,Quality Time,0.7,29,3,Rural,Finance,0.25,0.38,0.34,0.47,0.27,0.38,0.17,Words of Affirmation,0.39,84.1,1,81
3132,41,1,Suburban,Education,0.41,0.3,0.2,0.51,0.35,0.72,0.5,Physical Touch,0.17,42,3,Suburban,Law,0.48,0.55,0.51,0.6,0.88,0.23,0.47,Words of Affirmation,0.23,54.1,0,63
3133,28,2,Suburban,Tech,0.59,0.66,0.62,0.29,0.55,0.8,0.79,Receiving Gifts,0.16,30,2,Urban,Engineering,0.51,0.85,0.95,0.57,0.68,0.6,0.89,Physical Touch,0.74,56.7,0,53
3134,34,4,Suburban,Creative Arts,0.57,0.6,0.31,0.36,0.46,0.26,0.33,Receiving Gifts,0.31,41,3,Urban,Science,0.55,0.2,0.35,0.96,0.15,0.37,0.88,Receiving Gifts,0.06,71.3,1,47
3135,21,1,Rural,Entrepreneurship,0.6,0.42,0.53,0.42,0.53,0.68,0.27,Acts of Service,0.3,48,3,Suburban,Finance,0.61,0.22,0.62,0.29,0.57,0.08,0.46,Words of Affirmation,0.56,71.2,1,89
3136,42,1,Urban,Marketing,0.25,0.82,0.24,0.36,0.18,0.43,0.93,Acts of Service,0.28,23,3,Suburban,Entrepreneurship,0.58,0.87,0.43,0.84,0.5,0.37,0.31,Physical Touch,0.9,51.6,0,84
3137,47,3,Suburban,Healthcare,0.66,0.66,0.79,0.68,0.31,0.8,0.23,Receiving Gifts,0.26,54,3,Suburban,Science,0.56,0.19,0.49,0.56,0.65,0.87,0.56,Receiving Gifts,0.43,77.8,1,96
3138,26,4,Urban,Healthcare,0.62,0.3,0.83,0.55,0.31,0.75,0.84,Acts of Service,0.75,22,2,Suburban,Finance,0.5,0.25,0.19,0.29,0.57,0.39,0.56,Words of Affirmation,0.63,50.3,0,62
3139,38,5,Suburban,Tech,0.41,0.41,0.7,0.73,0.57,0.23,0.79,Quality Time,0.7,36,2,Urban,Science,0.44,0.71,0.21,0.37,0.51,0.45,0.52,Physical Touch,0.51,66.4,1,62
3140,37,3,Rural,Tech,0.52,0.71,0.64,0.21,0.63,0.73,0.48,Receiving Gifts,0.94,38,4,Urban,Healthcare,0.63,0.87,0.35,0.51,0.76,0.75,0.26,Acts of Service,0.13,59.9,0,65
3141,36,5,Urban,Healthcare,0.41,0.46,0.86,0.33,0.25,0.22,0.55,Words of Affirmation,0.53,51,4,Urban,Entrepreneurship,0.36,0.39,0.67,0.09,0.33,0.66,0.35,Acts of Service,0.65,68.3,1,108
3142,36,4,Urban,Law,0.56,0.58,0.7,0.68,0.08,0.42,0.14,Physical Touch,0.8,35,4,Urban,Healthcare,0.67,0.84,0.07,0.49,0.54,0.6,0.49,Quality Time,0.03,45.0,0,51
3143,29,2,Urban,Tech,0.2,0.98,0.6,0.62,0.12,0.65,0.86,Quality Time,0.2,25,4,Suburban,Marketing,0.56,0.38,0.5,0.4,0.08,0.5,0.36,Quality Time,0.28,57.8,0,75
3144,54,3,Urban,Marketing,0.77,0.51,0.53,0.7,0.32,0.12,0.11,Receiving Gifts,0.84,45,3,Suburban,Education,0.6,0.42,0.26,0.6,0.21,0.28,0.93,Receiving Gifts,0.07,65.9,1,58
3145,34,3,Urban,Marketing,0.57,0.56,0.57,0.82,0.76,0.65,0.15,Physical Touch,0.32,40,4,Suburban,Science,0.45,0.82,0.84,0.19,0.87,0.28,0.27,Receiving Gifts,0.12,52.0,0,46
3146,54,2,Suburban,Creative Arts,0.52,0.43,0.84,0.3,0.36,0.21,0.69,Receiving Gifts,0.38,39,2,Urban,Marketing,0.65,0.78,0.5,0.34,0.36,0.51,0.75,Quality Time,0.59,65.2,1,67
3147,45,2,Urban,Creative Arts,0.66,0.36,0.33,0.76,0.26,0.72,0.86,Quality Time,0.72,42,4,Suburban,Tech,0.57,0.46,0.6,0.42,0.74,0.25,0.84,Words of Affirmation,0.77,52.5,0,63
3148,52,4,Suburban,Creative Arts,0.76,0.68,0.21,0.71,0.28,0.46,0.53,Quality Time,0.45,49,2,Suburban,Tech,0.53,0.51,0.6,0.76,0.15,0.28,0.44,Acts of Service,0.45,82.3,1,89
3149,35,2,Urban,Healthcare,0.3,0.15,0.52,0.51,0.46,0.26,0.52,Quality Time,0.79,34,4,Rural,Entrepreneurship,0.83,0.45,0.5,0.7,0.34,0.72,0.18,Physical Touch,0.38,47.7,0,44
3150,31,5,Urban,Engineering,0.66,0.69,0.49,0.54,0.48,0.67,0.7,Acts of Service,0.26,35,2,Urban,Marketing,0.31,0.44,0.49,0.57,0.9,0.92,0.86,Quality Time,0.42,56.3,0,47
3151,52,3,Rural,Education,0.53,0.53,0.74,0.41,0.56,0.33,0.09,Physical Touch,0.46,25,2,Suburban,Education,0.34,0.49,0.66,0.29,0.75,0.76,0.8,Receiving Gifts,0.07,66.4,1,54
3152,24,2,Urban,Finance,0.26,0.41,0.69,0.29,0.51,0.57,0.2,Quality Time,0.21,32,3,Rural,Science,0.59,0.67,0.57,0.19,0.37,0.31,0.44,Acts of Service,0.58,59.9,0,57
3153,30,2,Urban,Education,0.58,0.67,0.38,0.3,0.52,0.48,0.32,Quality Time,0.78,37,2,Rural,Law,0.34,0.26,0.68,0.22,0.91,0.41,0.35,Acts of Service,0.18,62.9,0,75
3154,35,3,Urban,Creative Arts,0.75,0.53,1.0,0.95,0.76,0.39,0.71,Receiving Gifts,0.73,23,2,Suburban,Science,0.47,0.32,0.52,0.79,0.41,0.69,0.44,Quality Time,0.75,74.1,1,88
3155,54,3,Rural,Marketing,0.51,0.11,0.12,0.28,0.4,0.19,0.29,Acts of Service,0.36,46,5,Rural,Law,0.37,0.72,0.44,0.23,0.24,0.49,0.6,Physical Touch,0.17,54.5,0,75
3156,30,2,Rural,Engineering,0.45,0.43,0.32,0.76,0.14,0.7,0.44,Receiving Gifts,0.82,41,3,Suburban,Law,0.42,0.56,0.3,0.63,0.37,0.61,0.17,Quality Time,0.77,71.5,1,79
3157,53,3,Suburban,Law,0.38,0.47,0.35,0.83,0.24,0.45,0.83,Physical Touch,0.75,27,1,Urban,Creative Arts,0.46,0.52,0.76,0.19,0.27,0.66,0.54,Quality Time,0.97,62.3,0,46
3158,48,3,Urban,Engineering,0.43,0.45,0.55,0.45,0.84,0.81,0.7,Acts of Service,0.8,32,4,Suburban,Finance,0.23,0.06,0.15,0.48,0.45,0.27,0.69,Physical Touch,0.39,62.2,0,75
3159,19,4,Suburban,Science,0.35,0.51,0.14,0.05,0.16,0.11,0.76,Words of Affirmation,0.51,36,2,Suburban,Creative Arts,0.46,0.16,0.65,0.46,0.65,0.73,0.44,Words of Affirmation,0.8,56.0,0,71
3160,33,3,Urban,Education,0.58,0.08,0.71,0.4,0.5,0.03,0.35,Quality Time,0.66,44,2,Urban,Education,0.2,0.46,0.73,0.66,0.59,0.34,0.07,Receiving Gifts,0.72,58.8,0,54
3161,26,5,Urban,Engineering,0.77,0.16,0.21,0.79,0.67,0.65,0.82,Quality Time,0.56,39,2,Rural,Science,0.73,0.14,0.51,0.26,0.32,0.1,0.48,Words of Affirmation,0.55,70.8,1,75
3162,26,3,Suburban,Healthcare,0.6,0.18,0.71,0.86,0.54,0.25,0.55,Physical Touch,0.61,49,5,Urban,Law,0.24,0.4,0.47,0.74,0.81,0.32,0.59,Acts of Service,0.65,70.4,1,69
3163,55,2,Suburban,Creative Arts,0.16,0.14,0.96,0.44,0.46,0.62,0.83,Receiving Gifts,0.46,25,5,Suburban,Law,0.82,0.6,0.43,0.68,0.25,0.42,0.66,Physical Touch,0.41,65.9,1,82
3164,28,3,Urban,Entrepreneurship,0.4,0.37,0.35,0.54,0.19,0.44,0.51,Quality Time,0.76,44,4,Suburban,Tech,0.59,0.4,0.59,0.36,0.74,0.87,0.61,Receiving Gifts,0.25,42.3,0,42
3165,39,4,Suburban,Law,0.29,0.6,0.41,0.24,0.43,0.67,0.79,Words of Affirmation,0.52,32,2,Urban,Education,0.51,0.45,0.23,0.64,0.41,0.67,0.54,Receiving Gifts,0.86,65.4,1,91
3166,50,1,Urban,Healthcare,0.37,0.7,0.68,0.84,0.5,0.57,0.19,Quality Time,0.23,38,2,Suburban,Science,0.47,0.85,0.77,0.5,0.29,0.09,1.0,Acts of Service,0.87,54.8,0,70
3167,53,3,Urban,Science,0.27,0.89,0.33,0.04,0.25,0.85,0.51,Acts of Service,0.19,28,1,Urban,Science,0.28,0.33,0.18,0.56,0.41,0.46,0.1,Physical Touch,0.46,68.2,1,71
3168,40,2,Suburban,Creative Arts,0.5,0.47,0.7,0.4,0.66,0.37,0.16,Physical Touch,0.61,37,2,Urban,Healthcare,0.46,0.45,0.56,0.48,0.84,0.69,0.28,Quality Time,0.43,81.3,1,92
3169,51,5,Urban,Science,0.67,0.4,0.41,0.41,0.72,0.65,0.32,Acts of Service,0.52,21,3,Urban,Finance,0.65,0.2,0.38,0.54,0.47,0.45,0.27,Receiving Gifts,0.4,61.3,0,56
3170,26,3,Suburban,Marketing,0.61,0.85,0.57,0.5,0.24,0.68,0.42,Acts of Service,0.48,21,5,Urban,Finance,0.79,0.15,0.34,0.82,0.84,0.94,0.82,Receiving Gifts,0.46,56.0,0,83
3171,41,2,Rural,Law,0.34,0.61,0.5,0.36,0.56,0.08,0.3,Physical Touch,0.36,45,2,Urban,Tech,0.6,0.49,0.98,0.74,0.31,0.85,0.54,Words of Affirmation,0.22,53.0,0,46
3172,25,1,Urban,Science,0.4,0.34,0.89,0.78,0.67,0.49,0.76,Receiving Gifts,0.76,52,4,Urban,Law,0.52,0.37,0.34,0.51,0.81,0.62,0.11,Receiving Gifts,0.4,77.3,1,93
3173,24,4,Urban,Tech,0.82,0.85,0.69,0.59,0.57,0.54,0.8,Receiving Gifts,0.07,47,2,Suburban,Creative Arts,0.71,0.29,0.67,0.39,0.53,0.49,0.29,Words of Affirmation,0.71,58.4,0,52
3174,53,4,Suburban,Engineering,0.53,0.55,0.33,0.43,0.85,0.58,0.81,Acts of Service,0.63,45,4,Urban,Healthcare,0.52,0.23,0.4,0.66,0.1,0.38,0.47,Acts of Service,0.52,82.3,1,83
3175,35,3,Rural,Finance,0.56,0.33,0.59,0.66,0.81,0.16,0.12,Physical Touch,0.47,25,4,Urban,Tech,0.47,0.38,0.87,0.16,0.73,0.41,0.26,Quality Time,0.83,59.0,0,65
3176,20,1,Rural,Law,0.56,0.83,0.43,0.16,0.67,0.43,0.83,Quality Time,0.64,43,1,Urban,Entrepreneurship,0.14,0.75,0.37,0.47,0.41,0.23,0.52,Receiving Gifts,0.63,67.2,1,80
3177,45,3,Urban,Tech,0.56,0.28,0.22,0.28,0.89,0.41,0.54,Receiving Gifts,0.4,51,3,Urban,Marketing,0.68,0.55,0.42,0.86,0.17,0.24,0.57,Words of Affirmation,0.42,70.9,1,29
3178,23,4,Urban,Tech,0.73,0.25,0.56,0.91,0.52,0.9,0.53,Words of Affirmation,0.77,32,3,Urban,Healthcare,0.65,0.37,0.59,0.06,0.57,0.07,0.78,Receiving Gifts,0.65,49.8,0,64
3179,38,3,Urban,Law,0.61,0.52,0.71,0.59,0.7,0.46,0.77,Quality Time,0.52,26,2,Urban,Marketing,0.23,0.31,0.57,0.67,0.67,0.26,0.24,Acts of Service,0.3,53.8,0,66
3180,45,4,Suburban,Education,0.55,0.36,0.67,0.14,0.4,0.68,0.67,Acts of Service,0.36,32,4,Suburban,Marketing,0.41,0.39,0.43,0.4,0.06,0.57,0.68,Physical Touch,0.08,69.9,1,92
3181,18,4,Suburban,Entrepreneurship,0.76,0.47,0.65,0.67,0.3,0.53,0.61,Physical Touch,0.78,34,4,Suburban,Entrepreneurship,0.67,0.91,0.63,0.63,0.57,0.24,0.62,Receiving Gifts,0.63,66.5,1,52
3182,53,2,Urban,Entrepreneurship,0.29,0.93,0.48,0.44,0.65,0.35,0.27,Words of Affirmation,0.61,31,3,Urban,Law,0.71,0.83,0.29,0.32,0.69,0.28,0.78,Receiving Gifts,0.68,59.5,0,93
3183,38,2,Suburban,Tech,0.19,0.3,0.24,0.59,0.07,0.08,0.7,Quality Time,0.54,30,3,Suburban,Entrepreneurship,0.68,0.34,0.41,0.28,0.36,0.77,0.43,Quality Time,0.9,66.8,1,68
3184,52,3,Urban,Law,0.43,0.16,0.62,0.71,0.72,0.26,0.56,Acts of Service,0.46,32,3,Rural,Engineering,0.45,0.71,0.7,0.69,0.26,0.27,0.32,Words of Affirmation,0.96,49.6,0,23
3185,30,2,Suburban,Finance,0.26,0.14,0.61,0.48,0.73,0.25,0.52,Quality Time,0.46,40,5,Urban,Healthcare,0.89,0.45,0.15,0.55,0.72,0.78,0.69,Physical Touch,0.5,60.4,0,73
3186,27,4,Urban,Entrepreneurship,0.6,0.29,0.56,0.51,0.54,0.51,0.49,Words of Affirmation,0.54,21,3,Suburban,Entrepreneurship,0.49,0.66,0.31,0.71,0.53,0.21,0.37,Acts of Service,0.4,59.8,0,71
3187,27,2,Urban,Engineering,0.3,0.73,0.58,0.62,0.85,0.83,0.42,Acts of Service,0.7,18,4,Rural,Entrepreneurship,0.33,0.79,0.25,0.43,0.49,0.97,0.43,Words of Affirmation,0.05,61.5,0,90
3188,30,3,Urban,Tech,0.35,0.75,0.76,0.56,0.72,0.44,0.68,Acts of Service,0.54,34,3,Urban,Entrepreneurship,0.49,0.68,0.44,0.6,0.73,0.68,0.28,Physical Touch,0.47,64.9,0,41
3189,54,1,Urban,Law,0.27,0.53,0.59,0.37,0.05,0.27,0.66,Quality Time,0.16,54,2,Urban,Creative Arts,0.22,0.47,0.61,0.22,0.35,0.39,0.6,Physical Touch,0.33,71.3,1,86
3190,55,2,Urban,Tech,0.39,0.57,0.52,0.39,0.07,0.25,0.81,Quality Time,0.41,25,4,Urban,Science,0.58,0.14,0.28,0.17,0.72,0.57,0.6,Physical Touch,0.49,60.6,0,70
3191,41,2,Rural,Education,0.12,0.53,0.71,0.48,0.63,0.13,0.39,Acts of Service,0.41,54,3,Urban,Science,0.74,0.44,0.81,0.43,0.49,0.41,0.7,Receiving Gifts,0.53,76.8,1,117
3192,19,2,Urban,Finance,0.23,0.31,0.62,0.88,0.25,0.9,0.47,Quality Time,0.32,55,3,Rural,Law,0.6,0.68,0.77,0.68,0.75,0.94,0.22,Acts of Service,0.67,48.4,0,43
3193,39,2,Urban,Law,0.37,0.11,0.97,0.24,0.47,0.51,0.66,Physical Touch,0.25,35,3,Urban,Finance,0.35,0.87,0.36,0.59,0.51,0.79,0.14,Quality Time,0.22,75.0,1,87
3194,34,3,Urban,Finance,0.59,0.26,0.69,0.57,0.58,0.69,0.43,Receiving Gifts,0.51,54,3,Rural,Education,0.64,0.5,0.27,0.44,0.34,0.37,0.46,Physical Touch,0.75,62.8,0,74
3195,53,2,Suburban,Finance,0.4,0.81,0.67,0.66,0.83,0.71,0.85,Words of Affirmation,0.13,28,3,Rural,Tech,0.47,0.63,0.48,0.27,0.7,0.82,0.33,Words of Affirmation,0.57,73.5,1,115
3196,31,2,Urban,Science,0.29,0.44,0.67,0.29,0.32,0.59,0.59,Receiving Gifts,0.63,30,3,Urban,Law,0.31,0.17,0.4,0.68,0.49,0.23,0.45,Words of Affirmation,0.75,55.4,0,67
3197,27,3,Suburban,Tech,0.53,0.5,0.75,0.39,0.2,0.8,0.87,Words of Affirmation,0.41,41,2,Suburban,Education,0.6,0.66,0.67,0.13,0.88,0.33,0.21,Quality Time,0.54,60.3,0,54
3198,52,4,Rural,Marketing,0.45,0.48,0.54,0.35,0.5,0.56,0.82,Quality Time,0.46,41,5,Rural,Marketing,0.67,0.55,0.59,0.32,0.5,0.27,0.23,Receiving Gifts,0.45,64.6,0,89
3199,42,4,Suburban,Engineering,0.63,0.55,0.52,0.47,0.92,0.69,0.37,Words of Affirmation,0.68,42,1,Suburban,Entrepreneurship,0.36,0.46,0.59,0.72,0.39,0.58,0.64,Receiving Gifts,0.86,59.8,0,62
3200,20,4,Urban,Healthcare,0.49,0.41,0.6,0.9,0.54,0.58,0.33,Quality Time,0.59,43,5,Urban,Education,0.72,0.52,0.93,0.7,0.25,0.32,0.8,Physical Touch,0.79,51.5,0,37
3201,55,5,Rural,Education,0.72,0.57,0.53,0.46,0.23,0.77,0.7,Physical Touch,0.2,52,2,Suburban,Healthcare,0.4,0.33,0.32,0.29,0.82,0.58,0.28,Physical Touch,0.88,46.0,0,41
3202,34,1,Suburban,Law,0.34,0.7,0.52,0.36,0.19,0.33,0.61,Physical Touch,0.33,21,1,Suburban,Creative Arts,0.37,0.77,0.26,0.24,0.51,0.68,0.93,Quality Time,0.62,66.8,1,54
3203,29,3,Suburban,Creative Arts,0.46,0.95,0.51,0.53,0.5,0.83,0.88,Receiving Gifts,0.81,44,3,Urban,Tech,0.58,0.27,0.85,0.81,0.24,0.58,0.95,Physical Touch,0.12,45.6,0,52
3204,41,2,Urban,Healthcare,0.15,0.96,0.58,0.55,0.59,0.54,0.36,Quality Time,0.09,32,3,Suburban,Creative Arts,0.62,0.29,0.48,0.42,0.36,0.44,0.61,Words of Affirmation,0.51,53.2,0,87
3205,46,5,Urban,Tech,0.46,0.5,0.68,0.37,0.74,0.78,0.49,Quality Time,0.78,18,4,Suburban,Science,0.52,0.32,0.22,0.37,0.41,0.41,0.6,Quality Time,0.08,74.6,1,90
3206,42,2,Suburban,Finance,0.56,0.49,0.72,0.74,0.58,0.31,0.38,Quality Time,0.53,25,3,Suburban,Tech,0.72,0.39,0.61,0.89,0.68,0.25,0.18,Physical Touch,0.33,69.6,1,95
3207,53,2,Urban,Finance,0.51,0.27,0.34,0.44,0.48,0.54,0.48,Acts of Service,0.7,41,3,Urban,Tech,0.45,0.55,0.34,0.48,0.47,0.57,0.44,Acts of Service,0.29,82.6,1,105
3208,43,5,Suburban,Marketing,0.58,0.37,0.01,0.35,0.61,0.2,0.71,Receiving Gifts,0.14,27,3,Rural,Creative Arts,0.53,0.22,0.37,0.88,0.85,0.74,0.42,Acts of Service,0.9,54.4,0,44
3209,55,4,Urban,Science,0.55,0.34,0.88,0.87,0.56,0.91,0.67,Receiving Gifts,0.12,22,2,Rural,Entrepreneurship,0.44,0.65,0.26,0.28,0.51,0.47,0.17,Acts of Service,0.37,55.3,0,54
3210,18,1,Urban,Marketing,0.5,0.33,0.35,0.65,0.46,0.47,0.7,Acts of Service,0.51,32,3,Urban,Law,0.69,0.7,0.62,0.65,0.85,0.85,0.34,Acts of Service,0.47,84.7,1,92
3211,37,1,Suburban,Law,0.0,0.14,0.41,0.18,0.26,0.67,0.53,Physical Touch,0.43,53,3,Suburban,Creative Arts,0.23,0.41,0.77,0.85,0.61,0.63,0.6,Receiving Gifts,0.69,54.9,0,46
3212,45,4,Rural,Entrepreneurship,0.68,0.07,0.77,0.53,0.63,0.59,0.24,Quality Time,0.56,31,4,Urban,Science,0.7,0.47,0.53,0.94,0.27,0.45,0.24,Receiving Gifts,0.64,57.2,0,57
3213,33,1,Rural,Marketing,0.25,0.5,0.55,0.34,0.03,0.54,0.86,Acts of Service,0.4,33,2,Rural,Law,0.42,0.27,0.53,0.51,0.33,0.27,0.5,Quality Time,0.07,49.6,0,65
3214,34,4,Rural,Entrepreneurship,0.83,0.93,0.37,0.44,0.22,0.9,0.86,Receiving Gifts,0.04,36,4,Rural,Law,0.65,0.12,0.87,0.29,0.75,0.56,0.71,Quality Time,0.7,57.6,0,61
3215,45,5,Urban,Entrepreneurship,0.66,0.75,0.58,0.8,0.89,0.54,0.28,Words of Affirmation,0.2,25,2,Suburban,Education,0.33,0.77,0.52,0.5,0.82,0.28,0.47,Quality Time,0.22,58.8,0,57
3216,29,1,Suburban,Law,0.1,0.51,0.75,0.67,0.86,0.54,0.52,Words of Affirmation,0.81,37,3,Urban,Science,0.67,0.52,0.2,0.35,0.47,0.73,0.67,Quality Time,0.2,57.7,0,71
3217,44,2,Urban,Healthcare,0.44,0.44,0.69,0.39,0.41,0.41,0.71,Acts of Service,0.53,28,3,Urban,Education,0.68,0.76,0.55,0.41,0.47,0.81,0.74,Acts of Service,0.64,79.4,1,87
3218,47,1,Urban,Marketing,0.36,0.87,0.52,0.54,0.7,0.39,0.21,Receiving Gifts,0.64,43,3,Urban,Education,0.36,0.87,0.39,0.91,0.51,0.56,0.48,Quality Time,0.21,74.1,1,67
